575, 523
580, 519
588, 514
595, 510
602, 512
608, 515
612, 519
616, 523
621, 523
657, 509
659, 503
661, 498
665, 493
669, 486
673, 478
677, 473
685, 467
693, 461
699, 455
709, 448
717, 442
725, 438
736, 434
743, 430
750, 425
756, 422
765, 421
775, 421
783, 426
777, 411
781, 400
783, 387
784, 378
786, 372
760, 407
754, 392
754, 381
746, 371
742, 354
736, 338
733, 326
694, 447
690, 437
687, 431
685, 422
685, 415
692, 415
701, 423
708, 425
718, 428
723, 423
730, 419
682, 407
684, 398
684, 388
686, 379
692, 370
698, 362
705, 358
667, 469
668, 459
672, 453
677, 446
682, 442
663, 473
657, 480
655, 485
651, 490
650, 494
647, 501
652, 504
597, 499
594, 494
587, 489
579, 487
573, 490
565, 495
556, 501
551, 508
547, 515
545, 522
567, 482
560, 475
556, 469
549, 460
541, 450
536, 445
531, 437
553, 408
551, 417
547, 424
539, 427
536, 431
688, 478
695, 484
657, 462
649, 457
644, 455
637, 450
633, 449
631, 457
631, 464
631, 471
629, 477
629, 484
631, 488
636, 492
642, 494
626, 443
623, 447
617, 452
613, 456
606, 461
599, 464
592, 464
589, 459
593, 452
599, 443
600, 435
604, 429
609, 420
615, 412
619, 405
623, 396
628, 390
631, 378
636, 395
641, 398
649, 402
658, 406
667, 410
671, 412
680, 414
840, 302
830, 308
822, 314
812, 318
803, 321
907, 345
899, 350
891, 355
883, 362
875, 363
863, 367
855, 370
847, 372
842, 377
486, 378
477, 379
474, 385
470, 391
465, 401
460, 407
458, 411
454, 419
450, 423
446, 431
442, 438
439, 443
436, 450
433, 458
429, 467
425, 473
422, 478
418, 487
411, 496
407, 504
404, 511
399, 516
418, 503
425, 506
435, 512
441, 516
452, 521
460, 526
466, 530
471, 532
482, 540
489, 543
496, 547
503, 550
510, 553
519, 557
525, 561
533, 567
540, 572
547, 573
553, 575
561, 577
567, 577
570, 573
573, 568
557, 182
564, 170
565, 162
570, 151
575, 138
580, 128
582, 122
482, 153
491, 139
500, 128
508, 120
567, 536
573, 541
577, 540
584, 547
584, 551
581, 556
578, 561
514, 641
521, 648
527, 654
532, 659
537, 668
540, 674
547, 684
553, 688
491, 248
500, 252
508, 257
513, 266
858, 294
867, 291
873, 288
880, 288
664, 510
673, 515
681, 520
687, 523
665, 573
678, 549
